"cd_tuss"|"ds_medicamento"|"ds_apresentacao"|"ds_laboratorio"|"dt_inicio_vigencia"|"dt_final_vigencia"|"dt_final_implantacao"|"registro_anvisa"
"90399471"|"MATIZ"|"250 MG COM CT BL AL PLAS TRANS X 120"|"EUROFARMA LABORATÓRIOS S.A."|"3/1/2019"|""|"5/31/2019"|"1004312590022"
"90228430"|"ZYTIGA"|"250 MG COM CT FR PLAS OPC X 120"|"JANSSEN-CILAG FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1123634010019"
"90425863"|"ZYTIGA®"|"500 MG COM REV CT FR PLAS OPC X 60"|"JANSSEN-CILAG FARMACÊUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1123634200012"
"90426061"|"ZOSTIDE"|"250 MG COM CT BL AL PLAS TRANS X 120"|"LIBBS FARMACÊUTICA LTDA"|"6/1/2019"|""|"8/31/2019"|"1003302030018"
"90413652"|"ACETATO DE ABIRATERONA"|"250 MG COM CT FR PLAS OPC X 120"|"SUN FARMACÊUTICA DO BRASIL LTDA"|"3/1/2019"|""|"5/31/2019"|"1468200680013"
"90437829"|"ABBA"|"250 MG COM CT FR PLAS OPC X 120"|"SUN FARMACÊUTICA DO BRASIL LTDA"|"10/1/2019"|""|"12/31/2019"|"1468200780018"
"90434315"|"RARIJA"|"250 MG COM REV CT FR PLAS OPC X 120"|"TEVA FARMACÊUTICA LTDA."|"8/1/2019"|""|"10/31/2019"|"1557300490217"
"90415132"|"ATTOSY"|"7,50 MG/ML SOL DIL INJ CT FA VD TRANS X 5 ML"|"ACCORD FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1553700580016"
"90415183"|"ACETATO DE ATOSIBANA"|"7,50 MG/ML SOL DIL INJ CT FA VD TRANS X 5 ML"|"ACCORD FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1553700510018"
"90197089"|"SUPREFACT DEPOT"|"3,3 MG/MICROBAST IMPL CT SER APLIC X 2 MICROBAST"|"SANOFI-AVENTIS FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1130000800010"
"90357892"|"BERK"|"50 MG PO LIOF SOL INJ CT 1 FA VD INC"|"EUROFARMA LABORATÓRIOS S.A."|"4/10/2017"|""|"7/9/2017"|"1004311560014"
"90433327"|"BERK"|"70 MG PO LIOF SOL INJ CT 1 FA VD TRANS"|"EUROFARMA LABORATÓRIOS S.A."|"8/1/2019"|""|"10/31/2019"|"1004311560057"
"90162366"|"CANCIDAS"|"50 MG PO LIOF SOL INJ CT FA VD INC"|"MERCK SHARP & DOHME FARMACEUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1002900330017"
"90162374"|"CANCIDAS"|"70 MG PO LIOF SOL INJ CT FA VD INC"|"MERCK SHARP & DOHME FARMACEUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1002900330025"
"90234898"|"CETROTIDE"|"0,25 MG PO LIOF INJ CT FA VD INC + 1 SER DIL + 2 AGULHAS + 2 TOALHAS"|"MERCK S/A"|"10/10/2012"|""|"8/31/2014"|"1008903690013"
"90120655"|"ACETATO DE CIPROTERONA"|"50 MG COM CT BL AL PLAS INC X 20"|"LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA"|"10/10/2012"|""|"8/31/2014"|"1064601740019"
"90209559"|"PROSTMAN"|"50 MG COM CT BL AL PLAS INC X 20"|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"1/1/2016"|""|"3/31/2016"|"1049712010023"
"90246713"|"ANDROCUR"|"50 MG COM CT BL AL PLAS INC X 20"|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600660037"
"90246721"|"ANDROCUR"|"100 MG COM CT BL AL PLAS INC X 20"|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600660061"
"90230280"|"FIRMAGON"|"120 MG PO LIOF INJ CT 2 FA VD INC + 2 DIL 6 ML + 2 SER + 2 AGU + 4 ADAP"|"LABORATÓRIOS FERRING LTDA"|"10/10/2012"|""|"8/31/2014"|"1287600170024"
"90230299"|"FIRMAGON"|"80 MG PO LIOF INJ CT 1 FA VD INC + 1 DIL 6 ML + 1 SER + 1 AGU + 2 ADAP"|"LABORATÓRIOS FERRING LTDA"|"10/10/2012"|""|"8/31/2014"|"1287600170016"
"90351231"|"FIRMAGON"|"80 MG PO LIOF INJ CT 1 FA VD INC + 1 DIL SER PREENCH VD TRANS X 4,2 ML + 1 ADAP + 1 AGU + ÊMBOLO"|"LABORATÓRIOS FERRING LTDA"|"10/1/2016"|""|"12/31/2016"|"1287600170032"
"90351240"|"FIRMAGON"|"120 MG PO LIOF INJ CT 2 FA VD INC + 2 DIL SER PREENCH VD TRANS X 3 ML + 2 ADAP + 2 AGU + 2 ÊMBOLOS"|"LABORATÓRIOS FERRING LTDA"|"10/1/2016"|""|"12/31/2016"|"1287600170040"
"90077431"|"FURP-DESMOPRESSINA"|"0,1 MG/ML SOL NAS CT FR VD AMB X 5ML + CAN"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"10/10/2012"|""|"8/31/2014"|"1103901150033"
"90120663"|"ACETATO DE DESMOPRESSINA"|"0,1 MG/ML SOL NAS CT FR SPR VD AMB X 2,5 ML"|"LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA"|"10/10/2012"|""|"8/31/2014"|"1064601720018"
"90128540"|"DDAVP"|"0,1 MG COM CT FR PLAS OPC X 30"|"LABORATÓRIOS FERRING LTDA"|"10/10/2012"|""|"8/31/2014"|"1287600150015"
"90128524"|"DDAVP"|"0,1 MG/ML SOL NAS CT FR VD AMB SPR 2,5ML"|"LABORATÓRIOS FERRING LTDA"|"10/10/2012"|""|"8/31/2014"|"1287600150058"
"90128532"|"DDAVP"|"0,1MG/ML SOL NAS CT FR VD AMB 2,5ML + 2 TUB"|"LABORATÓRIOS FERRING LTDA"|"10/10/2012"|""|"8/31/2014"|"1287600150031"
"90128559"|"DDAVP"|"0,2 MG COM CT FR PLAS OPC X 30"|"LABORATÓRIOS FERRING LTDA"|"10/10/2012"|""|"8/31/2014"|"1287600150023"
"90128621"|"DDAVP"|"4 MCG/ML SOL INJ CT 10 AMP VD INC X 1 ML"|"LABORATÓRIOS FERRING LTDA"|"10/10/2012"|""|"8/31/2014"|"1287600150041"
"90003497"|"DECADRONAL"|"8MG/ML SUS INJ CT FA INC X 2 ML"|"ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A"|"10/10/2012"|""|"8/31/2014"|"1057303170017"
"90022904"|"LISODERME"|"1 MG CREM DERM CT BG AL X 10 G"|"BELFAR LTDA"|"10/10/2012"|""|"8/31/2014"|"1057101230019"
"90042263"|"ACETATO DE DEXAMETASONA"|"1,0 MG/G CREM DERM CT BG AL X 10 G"|"CIMED INDÚSTRIA DE MEDICAMENTOS LTDA"|"10/10/2012"|""|"8/31/2014"|"1438101450018"
"90362195"|"DEXAMESON"|"1 MG/G CREM DERM CX 50 BG AL X 10 G"|"CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA."|"4/10/2017"|""|"7/9/2017"|"1029801220037"
"90051696"|"ACETATO DE DEXAMETASONA"|"1 MG/G CREM DERM CT BG AL X 10 G  "|"EMS S/A"|"10/10/2012"|""|"8/31/2014"|"1023508480013"
"90077440"|"FURP-DEXAMETASONA"|"0,1 PCC CR DERM CX 50 BG AL X 10 G (EMB HOSP)"|"FUNDAÇÃO PARA O REMÉDIO POPULAR - FURP"|"6/1/2016"|""|"8/31/2016"|"1103900050051"
"90279425"|"ACETATO DE DEXAMETASONA"|"1 MG / G CREM DERM CT BG AL X 10 G"|"GEOLAB INDÚSTRIA FARMACÊUTICA S/A"|"12/1/2013"|""|"8/31/2014"|"1542300750016"
"90079094"|"CETADEX"|"1 MG/G CREM DERM CT BG AL X 10 G "|"GEOLAB INDÚSTRIA FARMACÊUTICA S/A"|"10/10/2012"|""|"8/31/2014"|"1542300760011"
"90092333"|"DEXAGREEN"|"1 MG/G CREM DERM CT BG AL X 10 G "|"GREENPHARMA QUÍMICA E FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1201900220011"
"90191137"|"DEXAMETONAL"|"1 MG/G CREM DERM CT BG AL X 10 G"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1004702030031"
"90108752"|"DEXAMETAX"|"1 MG/G CREM DERM CT BG AL X 10 G"|"KLEY HERTZ FARMACEUTICA S.A"|"6/1/2016"|""|"8/31/2016"|"1068900870014"
"90403800"|"ACETATO DE DEXAMETASONA"|"1 MG/G CREM DERM CT BG AL X 10 G "|"LABORATÓRIO GLOBO LTDA"|"3/1/2019"|""|"5/31/2019"|"1053501950016"
"90135016"|"ACETATO DE DEXAMETASONA"|"1 MG/G CREM DERM CT BG AL X 10 G"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"10/10/2012"|""|"8/31/2014"|"1037004790019"
"90135032"|"ACETATO DE DEXAMETASONA"|"1 MG/G CREM DERM CX 50 BG AL X 10 G (EMB HOSP)"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"10/10/2012"|""|"8/31/2014"|"1037004790035"
"90130235"|"METADEX"|"1 MG/G CREM CT BG AL X 10 G"|"LABORATÓRIOS OSÓRIO DE MORAES LTDA"|"10/10/2012"|""|"8/31/2014"|"1050400380015"
"90163923"|"CORTITOP"|"1,0 MG/G CREM DERM CT BG AL X 10 G  "|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"10/10/2012"|""|"8/31/2014"|"1181900370015"
"90163915"|"CORTITOP"|"1,0 MG/G CREM DERM CX 50 BG AL X 10 G   (EMB HOSP)"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"10/10/2012"|""|"8/31/2014"|"1181900370041"
"90354176"|"ACETATO DE DEXAMETASONA"|"1,0 MG/G CREM DERM CT BG AL X 10 G"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"10/1/2016"|""|"12/31/2016"|"1181901730015"
"90354184"|"ACETATO DE DEXAMETASONA"|"1,0 MG/G CREM DERM CX 320 BG AL X 10 G"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"10/1/2016"|""|"12/31/2016"|"1181901730023"
"90354192"|"ACETATO DE DEXAMETASONA"|"1,0 MG/G CREM DERM CX 50 BG AL X 10 G (EMB HOSP)"|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"10/1/2016"|""|"12/31/2016"|"1181901730041"
"90354206"|"ACETATO DE DEXAMETASONA"|"1,0 MG/G CREM DERM CX 100 BG AL X 10 G (EMB HOSP)   "|"MULTILAB INDÚSTRIA E COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA"|"10/1/2016"|""|"12/31/2016"|"1181901730031"
"90081153"|"ACETATO DE DEXAMETASONA"|"1 MG/G CREM DERM CT BG AL X 10 G  "|"GERMED FARMACEUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1058305440011"
"90177770"|"ACETATO DE DEXAMETASONA"|"1 MG/G CREM DERM CT BG AL X 10 G "|"PRATI DONADUZZI & CIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1256801260012"
"90177789"|"ACETATO DE DEXAMETASONA"|"1 MG/G CREM DERM CX 100 BG AL X 10 G (EMB HOSP)"|"PRATI DONADUZZI & CIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1256801260020"
"90198468"|"ACETATO DE DEXAMETASONA"|"1 MG/G CREM DERM CT BG AL X 10 G"|"SANVAL COMÉRCIO E INDÚSTRIA LTDA"|"10/10/2012"|""|"8/31/2014"|"1071402490015"
"90385837"|"ACETATO DE DEXAMETASONA"|"1 MG/G CREM DERM CX 50 BG AL X 10 G (EMB HOSP)"|"SANVAL COMÉRCIO E INDÚSTRIA LTDA"|"1/1/2018"|""|"3/31/2018"|"1071402490023"
"90206517"|"ACETATO DE DEXAMETASONA"|"1 MG/ G CREM DERM CT BG AL X 10 G "|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"10/10/2012"|""|"8/31/2014"|"1049713340019"
"90142608"|"DEXADERMIL"|"1MG/G CREM DERM CT BG AL X 10 G"|"LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1677301900010"
"90397720"|"FLORINEFE"|"0,1 MG COM CT FR VD AMB X 100"|"ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1376401600011"
"90297431"|"FLORATE"|"1,0 MG/ML SUS OFT CT 1 FR PLAS GOT X 5 ML"|"NOVARTIS BIOCIENCIAS S.A"|"1/1/2016"|""|"3/31/2016"|"1006810960014"
"90433084"|"FLUTINOL"|"1 MG/ML SUS OFT CT FR GOT PLAS TRANS X 5 ML  "|"CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA."|"8/1/2019"|""|"10/31/2019"|"1029804830022"
"90141415"|"FLUTINOL"|"1 MG/ML SUS OFT CT FR PLAS TRANS GOT X 5 ML  "|"LATINOFARMA INDUSTRIAS FARMACEUTICAS LTDA"|"10/10/2012"|""|"8/31/2014"|"1172500280028"
"90201027"|"ORGALUTRAN"|"0,5 MG/ML SOL INJ CT SER VD PREENCHIDA X 0,5 ML"|"SCHERING-PLOUGH INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1017100970011"
"90203119"|"COPAXONE"|"20 MG/ML SOL INJ CT 28 SERINGA PRE-ENCHIDA X 1 ML"|"TEVA FARMACÊUTICA LTDA."|"10/10/2012"|""|"8/31/2014"|"1557300010010"
"90414942"|"COPAXONE"|"40 MG/ML SOL INJ SC CT 12 SER PREENC VD TRANS X 1 ML"|"TEVA FARMACÊUTICA LTDA."|"3/1/2019"|""|"5/31/2019"|"1557300010045"
"90016807"|"ZOLADEX"|"3,6 MG DEPOT + SER CT ENV AL POLIET X 1"|"ASTRAZENECA DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1161800430011"
"90016815"|"ZOLADEX LA"|"10,8 MG DEPOT + SER CT ENV AL POLIET X 1"|"ASTRAZENECA DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1161800430021"
"90203747"|"THERASONA"|"11,2 MG/G CREM DERM CT BG AL X 25 G"|"THERASKIN FARMACEUTICA LTDA."|"10/10/2012"|""|"8/31/2014"|"1019102390033"
"90381076"|"ACETATO DE HIDROCORTISONA"|"10 MG/G CREM DERM CT BG AL X 20 G"|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"1/1/2018"|""|"3/31/2018"|"1037005270035"
"90135040"|"ACETATO DE HIDROCORTISONA"|"10 MG/G CREM DERM CT BG AL X 15 G "|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"10/10/2012"|""|"8/31/2014"|"1037005270019"
"90135059"|"ACETATO DE HIDROCORTISONA"|"10 MG/G CREM DERM CT BG AL X 30 G "|"LABORATÓRIO TEUTO BRASILEIRO S/A"|"10/10/2012"|""|"8/31/2014"|"1037005270078"
"90387244"|"CORTIGEN"|"10 MG/ G CREM DERM CT BG AL X 20 G"|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"1/1/2018"|""|"3/31/2018"|"1049714040019"
"90206533"|"ACETATO DE HIDROCORTISONA"|"10 MG/ G CREM DERM CT BG AL X 20 G"|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"10/10/2012"|""|"8/31/2014"|"1049713330013"
"90246802"|"BERLISON"|"10 MG/G CREM DERM CT BG AL X 15 G "|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600810012"
"90246810"|"BERLISON"|"10 MG/G CREM DERM CT BG AL X 30 G"|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600810020"
"90246829"|"BERLISON"|"10 MG/G POM DERM CT BG AL X 15 G"|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600810047"
"90246837"|"BERLISON"|"10 MG/G POM DERM CT BG AL X 30 G"|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600810055"
"90202384"|"FIRAZYR"|"10 MG/ML CT 01 SER X 3 ML + AGULHA"|"SHIRE FARMACÊUTICA BRASIL LTDA."|"10/10/2012"|""|"8/31/2014"|"1697900030018"
"90022068"|"SOMATULINE AUTOGEL"|"90 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA X 0,3 ML "|"BEAUFOUR IPSEN FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1697700020027"
"90022050"|"SOMATULINE AUTOGEL"|"60 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA X 0,3 ML "|"BEAUFOUR IPSEN FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1697700020019"
"90022041"|"SOMATULINE AUTOGEL"|"120 MG SOL INJ LIB PROL CT SACHÊ SER PLAS PREENCHIDA X 0,5 ML "|"BEAUFOUR IPSEN FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1697700020035"
"90295021"|"SOMATULINE AUTOGEL"|"60 MG SOL INJ LIB PR CT SACHÊ SER PREENCH AG RETRÁTIL X 0,5 ML "|"BEAUFOUR IPSEN FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1697700020043"
"90295030"|"SOMATULINE AUTOGEL"|"90 MG SOL INJ LIB PR CT SACHÊ SER PREENCH AG RETRÁTIL X 0,5 ML "|"BEAUFOUR IPSEN FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1697700020051"
"90295048"|"SOMATULINE AUTOGEL"|"120 MG SOL INJ LIB PR CT SACHÊ SER PREENCH AG RETRÁTIL X 0,5 ML "|"BEAUFOUR IPSEN FARMACÊUTICA LTDA"|"5/1/2014"|""|"8/31/2014"|"1697700020061"
"90000846"|"LUPRON"|"5,0 MG/ML SOL INJ PT PLAS OPC FA VD INC X 2,8 ML + 14 SER"|"ABBOTT LABORATÓRIOS DO BRASIL LTDA"|"10/10/2012"|""|"8/31/2014"|"1055301830021"
"90191722"|"LECTRUM"|"3,75 MG PO LIOF INJ CT FA VD INC AMP DIL X 1,5 ML + SER + 2 AGU"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1004704100019"
"90191730"|"LECTRUM"|"7,50 MG PO LIOF INJ CT FA VD INC AMP DIL X 1,5 ML + SER + 2 AGU"|"SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1004704100027"
"90265580"|"LORELIN DEPOT"|"3.75 MG PO LIOF INJ CT FA VD INC + AMP DIL X 2 ML  + 1 SER + 2 AGU + MAT P/ ASSEP"|"LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA"|"12/1/2013"|""|"8/31/2014"|"1064601660074"
"90272846"|"ELIGARD"|"45 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS TRANS SER B + AGU DISP SEGUR + BL AL PLAS TRANS DIL SER A + EMB + 2 DESSEC"|"ZODIAC PRODUTOS FARMACÊUTICOS S/A"|"12/1/2013"|""|"8/31/2014"|"1221400740053"
"90324536"|"ELIGARD"|"7,5 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS TRANS SER B + AGU DISP SEGUR + DESSEC + BL AL PLAS TRANS DIL SER A + EMB + DESSEC"|"ZODIAC PRODUTOS FARMACÊUTICOS S/A"|"1/1/2016"|""|"3/31/2016"|"1221400740061"
"90324544"|"ELIGARD"|"22,5 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS TRANS SER B + AGU DISP SEGUR + DESSEC + BL AL PLAS TRANS DIL SER A + EMB + DESSEC"|"ZODIAC PRODUTOS FARMACÊUTICOS S/A"|"1/1/2016"|""|"3/31/2016"|"1221400740071"
"90324552"|"ELIGARD"|"7,5 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS TRANS SER B + AGU DISP SEGUR + DESSEC + BL AL PLAS TRANS DIL SER A + EMB + DESSEC "|"ZODIAC PRODUTOS FARMACÊUTICOS S/A"|"1/1/2016"|""|"3/31/2016"|"1221400740088"
"90324560"|"ELIGARD"|"22,5 MG PO LIOF SUS INJ SC LIB PROL CT BL AL PLAS TRANS SER B + AGU DISP SEGUR + DESSEC + BL AL PLAS TRANS DIL SER A + EMB + DESSEC "|"ZODIAC PRODUTOS FARMACÊUTICOS S/A"|"1/1/2016"|""|"3/31/2016"|"1221400740096"
"90330510"|"LUPRON DEPOT"|"3,75 MG PO LIOF INJ CX FA VD INC + DIL + SER + 2 AGU"|"ABBVIE FARMACÊUTICA LTDA."|"1/1/2016"|""|"3/31/2016"|"1986000070041"
"90330528"|"LUPRON DEPOT"|"11,25 MG PO LIOF INJ ESTOJO FA VD INC + DIL + SER + 2 AGU"|"ABBVIE FARMACÊUTICA LTDA."|"1/1/2016"|""|"3/31/2016"|"1986000070076"
"90330536"|"LUPRON DEPOT"|"7,5 MG PO LIOF INJ CX FA VD INC + DIL + SER + 2 AGU"|"ABBVIE FARMACÊUTICA LTDA."|"1/1/2016"|""|"3/31/2016"|"1986000070092"
"90330544"|"LUPRON DEPOT"|"5,0 MG/ML SOL INJ PT PLAS OPC FA VD INC X 2,8 ML + 14 SER + 15 SACHETS ALCOOL"|"ABBVIE FARMACÊUTICA LTDA."|"1/1/2016"|""|"3/31/2016"|"1986000070106"
"90357906"|"ACETOFLUX"|"10 MG COM CT BL AL PLAS INC X 5"|"EMS S/A"|"4/10/2017"|""|"7/9/2017"|"1023500360013"
"90131401"|"DEPO PROVERA"|"150 MG/ML SUS INJ CT FA VD INC X 1 ML"|"LABORATÓRIOS PFIZER LTDA"|"10/10/2012"|""|"8/31/2014"|"1021602130032"
"90131398"|"DEPO PROVERA"|"150 MG/ML SUS INJ CT BL PLAS PLAS INC X SER VD INC PREENC X 1 ML + AG DESC"|"LABORATÓRIOS PFIZER LTDA"|"10/10/2012"|""|"8/31/2014"|"1021602130040"
"90131690"|"FARLUTAL"|"10,0 MG COM CT BL AL PLAS INC X 10"|"LABORATÓRIOS PFIZER LTDA"|"10/10/2012"|""|"8/31/2014"|"1021601680012"
"90131681"|"FARLUTAL"|"10,0 MG COM CT BL AL PLAS INC X 14"|"LABORATÓRIOS PFIZER LTDA"|"10/10/2012"|""|"8/31/2014"|"1021601680020"
"90133226"|"PROVERA"|"10 MG COM CT BL AL PLAS INC X 14"|"LABORATÓRIOS PFIZER LTDA"|"10/10/2012"|""|"8/31/2014"|"1021601960031"
"90382005"|"DEPO-PROVERA"|"150 MG/ML SUS INJ CT FA VD TRANS X 1 ML"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2018"|""|"3/31/2018"|"1211003670019"
"90382013"|"DEPO-PROVERA"|"150 MG/ML SUS INJ CT BL PLAS PLAS TRANS X SER VD TRANS PREENC X 1 ML + AG DESC"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"1/1/2018"|""|"3/31/2018"|"1211003670027"
"90405404"|"PROVERA"|"10 MG COM CT BL AL PLAS TRANS X 14"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1211004000033"
"90406117"|"DEPO-PROVERA"|"160 MG/ML SUS INJ CT SER PREENC PLAS TRANS X 0,65 ML + AGU"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1211003670051"
"90406737"|"SAYANA"|"160 MG/ML SUS INJ CT SER PREENC PLAS TRANS X 0,65 ML + AGU"|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1211004390052"
"90083601"|"CONTRACEP"|"150 MG/ML SUSP INJ CT FA VD INC X 1 ML"|"GERMED FARMACEUTICA LTDA"|"10/10/2012"|""|"8/31/2014"|"1058302200018"
"90320298"|"CONTRACEP"|"150 MG/ML SUS INJ CT AMP VD INC X 1 ML"|"GERMED FARMACEUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1058302200034"
"90183959"|"CYCLOFEMINA"|"25 MG/0,5ML + 5 MG/0,5ML SUS INJ CT AMP VD INC"|"PRODUTOS FARMACÊUTICOS MILLET ROUX"|"1/1/2016"|""|"3/31/2016"|"1039700710011"
"90183975"|"CYCLOFEMINA"|"25 MG + 5 MG SUS INJ CX 50 AMP VD INC X 0,5 ML"|"PRODUTOS FARMACÊUTICOS MILLET ROUX"|"1/1/2016"|""|"3/31/2016"|"1039700710028"
"90207840"|"DEMEDROX"|"150 MG/ML SUS INJ CT AMP VD INC X 1 ML"|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"10/10/2012"|""|"8/31/2014"|"1049711890076"
"90207874"|"DEMEDROX"|"150 MG/ML SUS INJ CT SER PREENCHIDA X 1 ML"|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"10/10/2012"|""|"8/31/2014"|"1049711890054"
"90035402"|"MEGESTAT"|"160 MG COM CT FR VD AMB X 30"|"BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1018001420033"
"90120930"|"FEMIGESTROL"|"160 MG COM CT BL AL PLAS INC X 30"|"LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA"|"1/1/2016"|""|"3/31/2016"|"1064601230010"
"90131380"|"DEPO-MEDROL"|"40 MG/ML SUS INJ CT FA VD INC X 2 ML "|"LABORATÓRIOS PFIZER LTDA"|"10/10/2012"|""|"8/31/2014"|"1021601260013"
"90406575"|"DEPO-MEDROL"|"40 MG/ML SUS INJ CT FA VD TRANS X 2 ML "|"WYETH INDÚSTRIA FARMACÊUTICA LTDA"|"3/1/2019"|""|"5/31/2019"|"1211004280011"
"90209397"|"PREDI-MEDROL"|"40 MG / ML SUS INJ CT FA VD INC X 2 ML"|"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A"|"10/10/2012"|""|"8/31/2014"|"1049712120015"
"90282345"|"LUTENIL"|"5 MG COM CT CART BL AL PLAS INC X 10 "|"TEVA FARMACÊUTICA LTDA."|"12/1/2013"|""|"8/31/2014"|"1557300200014"
"90282353"|"LUTENIL"|"5 MG COM CT CART BL AL PLAS INC X 14"|"TEVA FARMACÊUTICA LTDA."|"12/1/2013"|""|"8/31/2014"|"1557300200022"
"90318692"|"STEZZA"|"2,5 MG + 1,5 MG COM REV CT BL AL PVC CALEND X 24 + 4 PLACEBO"|"MERCK SHARP & DOHME FARMACEUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1002901860011"
"90318706"|"STEZZA"|"2,5 MG + 1,5 MG COM REV CT BL AL PVC CALEND X 72 + 12 PLACEBO "|"MERCK SHARP & DOHME FARMACEUTICA LTDA"|"1/1/2016"|""|"3/31/2016"|"1002901860028"
"90246624"|"CLIANE"|"2 MG + 1 MG COM REV CT BL AL PLAS INC X 28"|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600560016"
"90247035"|"PRIMOLUT-NOR"|"10 MG COM CT BL AL PLAS INC X 30"|"BAYER S.A."|"10/10/2012"|""|"8/31/2014"|"1705600580025"
"90222270"|"ACTIVELLE"|"1 MG + 0,5 MG COM REV CT EST CALENDARIO X 28"|"EUROFARMA LABORATÓRIOS S.A."|"1/1/2016"|""|"3/31/2016"|"1004310420022"
